questionID,questionText,answerText
151,"My ex-boyfriend and I met over a year ago. We hit it off and fell in love pretty quick. However, he has trust issues and assumed I was cheating. When I found out I was pregnant, we had just broken up. Five months later, I lost the baby, and we did not speak for a few weeks. Now we are talking, and he says he loves me but is afraid I will hurt him ""again."" I just want to know where to go with this because I love him so much, and I want to get back to us being happy and a family.","I'm truly sorry to hear that your relationship is causing you such distress at this time. When we are in relationships, trust is so integral to our satisfaction within the relationship.  Often, when we feel we are required to prove ourselves, feelings of resentment can replace those feelings of wanting to be supportive.  In situations like this, I often recommend being open and honest in your communication with your partner.  Your fears about his response are valid, as he made an assumption which you cannot disprove because you cannot battle against a shadow fact. If you feel comfortable doing so, you can always ask him why he is so concerned you are unable to remain faithful and challenge those beliefs with the facts that disclaim them.  You can also ask your partner what it is that he needs from you to help you to help him trust in your responses.  In the end, these are issues that you cannot conquer for him - you can only guide him and show him the path towards trust.  You may suggest couples counselling or that he seek out a professional to talk to, as well.  But in terms of your question, only you can decide whether you feel you can remain in a relationship in which you defend yourself against an uncommitted offense."
151,"My ex-boyfriend and I met over a year ago. We hit it off and fell in love pretty quick. However, he has trust issues and assumed I was cheating. When I found out I was pregnant, we had just broken up. Five months later, I lost the baby, and we did not speak for a few weeks. Now we are talking, and he says he loves me but is afraid I will hurt him ""again."" I just want to know where to go with this because I love him so much, and I want to get back to us being happy and a family.","Trust is essential in romantic relationships and it is common to have trust issues - because the stakes are so high. If both of you are committed and willing to be fully honest with each other, trust can be repaired and become stronger than ever. I would encourage you to seek out professional help as it easy to get derailed by fear when trying to work things out in the absence of trust. When fear takes over - we tend to become defensive and act in ways that makes it harder to trust one another. In addition to getting professional support I would encourage you to learn more about building trust in relationships and deepening connection through accessing various online resources on relationships."
152,"My ex-boyfriend, will not stop harassing and stalking me. We work together. I honestly think he needs help to move on. His accusations are angry lies. But I think he may believe them to be true.","The specific laws about this will vary from state to state.  Generally, the only way to ""force"" someone to get mental health care is if they pose an imminent theft of harm to themself or someone else, or if they are unable to care for themself.  More importantly, is dealing with your safety.  Most states have laws that make stalking a crime. You might want to think about filing a police report and obtaining a restraining order against him.  You could also think about contacting a local counselor. While you can't force him to get help with moving on from the relationship, counseling could help you to deal with what is going on."
153,"My boyfriend’s sneaky and puts his friends before me. He fights just to leave. One day, he's happy. The next, he's mean and blames me for everything. He can't admit faults. He thinks he's perfect and does no wrong."," I'll try to help you sort this out. You have a long list of complaints about your boyfriend! It sounds like he's maybe a bit immature and moody, and these things affect you, for sure. I get it. It's got me curious, and if I was working with you, I'd want to know a lot more about how long you've been together and what's actually working well between you two. I would also ask a lot of questions about the details of your description. What tells you he's 'sneaky'? Does he lie? How do you know he lies to you? Also, are you wanting to make things better with him, do you just want an ear to vent to, are you looking for validation, or do you hope someone will help you wake up to an unhappy situation?  It helps me if I know what you want.Whenever I meet someone who has a lot of complaints about their partner or boyfriend, I encourage them first to look at the language they're using. Some of your words tell me that you think you know what he's thinking (that he wants to fight so he can leave, that he thinks he's perfect). It's always tricky when we assume what someone's thinking, and in an argument or dialogue, these kinds of statements tend to lead to defensiveness and an escalated argument. I'd encourage you to focus on his actual behaviours and how they affect you, rather than the motives or beliefs you think are behind the behaviours (because you really can't know what he's thinking unless he tells you). As a general rule, the ""When you do X, I feel Y"" sentence goes far in helping others understand what we feel.So, it's fair to say ""when you lie to me, I can't trust you"", or ""when you end our date early to hang with your friends I feel like I'm not important to you"", or ""your mood swings are difficult for me"", or ""I don't seem to get apologies from you"". Try to focus on his actual behaviour when you talk to him about this stuff. A relationship counsellor can help you each understand the other better beyond the surface behaviours if you want to improve the relationship.That said, I have to ask...if you haven't been with Mr. Not So Great for very long, is it maybe time to rethink the relationship? Unless there is a balance of really loving and positive behaviours that you're leaving out, you don't seem happy. A good therapist can help you understand why you are stuck in an unhappy relationship, if that is what's happening. There's a lot to sort out here...how to communicate about your needs, how to know when to call it quits if something doesn't feel good... I wish you the best as you continue to examine these questions with assistance from friends or professionals."
154,"My boyfriend says I'm nuts. I need to get help because I get an overwhelming feeling that he is cheating on me. Whenever I try to talk with him about it, he always turns it around on me by telling me what I'm doing wrong. I know that accusing him does not help. When his whole demeanor shifts towards me, I can't help but think that something is wrong. Am I wrong for feeling this way? I try to talk with him to make it better. I let him know when I am feeling down. But I am not confident in these things.  Two weeks ago a girl texted his phone 3 times trying to hook up with him. He texted her back with ""Sorry, I've been working. I just read your message."" The girl was trying to get him to call her at a time when he was at home with me. He texted her back with ""Don't text me anymore."" I don't feel like I am way out of the line. But I can't talk with him if all that he will say is that I'm crazy and I need help. What should I do? How will I go about checking if there really is something wrong with me?","Trust your intuition that your boyfriend is involved with other people.You gave examples which strongly suggest this.Quite commonly, a person twist someone's words to convince then of having problems in seeing or understanding their own and other's behavior.Your intuition is again working quite well in telling you that your problem is having a boyfriend who manipulates you, not that you're seeing things incorrectly.One way to check if you're totally misreading him, is to examine whether you feel similarly in other relationships.If no one else who knows you tells you that you're crazy, then this strongly points to your boyfriend twisting words so that you feel wrong.Also, a consult with a therapist would clarify the dynamics between you and your boyfriend.A therapist session would also allow you to think out loud in a confidential discussion, what to do with your newfound clarity!"
155,Why am I attracted to older men?,"What a wonderful question!Good for you on clearly knowing your priorities.If I was sitting with you now, I'd ask you to list your reasons.Start with whatever answers you do come up with and examine each of these a little further.If, for example, you feel you need a man because many of your friends are in relationships, then possibly you feel insecure about being your unique self, even when this sets you apart from your friends.If, you feel you need a man to protect you financially, then possibly you've lost faith in your ability to financially support yourself.If you'd like a man in your life to offer your love and are willing to contribute the work of relating intimately, then you've found the best reason for wanting a man in your life.This is far different than ""need""."
156,"I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice. Sometimes during a disagreement he tells me that my communication is having a harmful impact on him. Once he believes I am being negative I can't seem to find a better way of communicating. In fact, it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating.    What advice might you offer?","With any type of criticism, it is usually best to introduce the topic at a neutral time, ie: when both of you are relaxed, with no current stressors involved, having fun, etc.  Begin with a non-judgmental reflective comment about a recent bothersome event, as if it were just then crossing your mind (therefore not something you've been consumed with ruminating over - eases the impulse for him to dive straight into defense mode).Then share how you felt at the time of the event.  Just say when.... I felt kind of hurt / shocked (or whatever the feeling was).  PERIOD.  THATS ALL YOU SHOULD SAY.  Wait for him to respond to your matter-of-fact statement.No matter what his response is, stick to your same message - don't get overwhelmed by trying to rephrase or explain your view as that will likely set you up for continued arguing.  You can even add, ""I agree I could have misunderstood  it (event).... I just know it made me feel uneasy.""Here you give him little wiggle room for a debate.Good luck & I'd love to hear how it goes!"
157,What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,"As a relationship therapist I work with a lot of people who feel similar feelings to some degree or another and almost always find that the origin of these feelings point back towards childhood. How did you caregivers express (or not express) love towards you? How did they express (or not express) love towards one another. These early messages become your template for how you have learned to see yourself and what you expect from others. In his book Wired for Love, Stan Tatkin, PsyD writes “We learn to love ourselves precisely because we have experienced being loved by someone. We learn to take care of ourselves because somebody has taken care of us. Our self worth and self-esteem also develop because of other people.”  This could be very fruitful to explore in individual therapy with a relationship therapist who really gets it, you may have to interview a few to find the right fit; that's OK. Maybe you'd even want to read that book I linked above. :) Noticing this pattern is HUGE, it's where transformation begins. And now that you have be kind with yourself, it begins there too."
157,What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,"I'm sorry you are feeling uncared for. I'm sure there are plenty of people that care and love for you that you are not taking into consideration. Sometimes when we get upset we may think irrationally and see the world as all or nothing. However, take a deep breath, relax and start focusing on the positive relationships you have with others, regardless of how small or insignificant they may seem. I think you will quickly realize there are people out there that care a great deal about you.I also think it would help for you to surround yourself among people who you can identify with and share common interests with. Maybe you can attend a religious service, join an interest group (i.e. reading club, sports group, etc.) or start a group of your own. Most importantly, you need to tap into your interests and surround yourself with things that are beneficial for your own mental and physical health. From this, relationships will start to immerse. You may also like to talk with a therapist regarding your feelings of being unloved. This is an unhealthy way to think of yourself and I think with a little help, you can see that you are more than deserving of a great relationship. Thanks for reaching out and I wish you the best of luck moving forward."
157,What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,What would make you feel no one wants to be with you?
158,He goes out with her to dinner/brunch/movies when we are not together (we live 2 hours apart).,"Would you have the same desire to meet this friend if she were a he? If you are concerned that their friendship is a substitute for you when you aren't present, talk to him. It sounds like you are concerned that he is building an emotional intimacy with her and spending time doing the sort of things with her that you'd otherwise be doing with him. Help him understand why this bothers you but try to also be open to allowing him to make friends. Is the issue that he hasn't introduced you? Is there another reason you don't trust their friendship?"
159, I really like him. He says he cares about me and is willing to fight to make things right. He has been very apologetic and expressed he did it out of fear. I don't know if it's worth giving him a second chance.,"Cheating is often a sign that something is amiss in the relationship. His fear may be full of information. While it's possible to repair relationships after a betrayal it's also challenging to do, especially so early in your relationship. I can't tell you if you should/shouldn't give this relationship a second chance but I will tell you to tune into your own intuition (and follow your own fears in doing so, they often are incredibly informative when we don't push them away with denial)."
160,I'm currently dating someone else and I really like him. But I love and miss my ex so much. What do I do?,"Finding the right person is a tricky thing to do. Why did you and your ex break up 3 months ago? In relationships with others you get to see a reflection of yourself. Sometimes you may enjoy that reflection, other times it may not feel so good. I'm not sure where you are in your life and relationships and what you do from here depends on what you desire more of in your life. But I'm not simply talking in the moment desire, I'm referring to the direction you want your life to go. If one of these guys was to support you...who would help you reach your dreams? And who would you enjoy spending time with? It's complicated and no one can answer the 'what to do' question but you. Slow down. Tune into your heart. Listen."
161,I find myself lying about small everyday things that there is really no need to lie about. How do I figure out what triggers me to do this? And how do I help overcome this problem? I would like to become more honest and open no matter the situation.,"Well let's start with the awesome realization you've already had, you want to notice that you have triggers. That's huge. Really. I find that when people lie, it's most often as a defense mechanism. Which is likely a flag that something doesn't feel safe. What exactly doesn't feel safe could be lots of different things but the key to notice is that it's that feeling of insecurity that is very likely triggering you. It could really help to explore this with therapist, perhaps even someone with a trauma specialty -- that's not to say this is related to a trauma but more so to suggest that therapists specializing in trauma are very skilled at helping to identify and assist in repatterning your triggers!"
162,I have dog obsession disorder and I am having problems with my girlfriend because I am placing more importance to my two dogs over her. How do I get over this problem and prioritize my girlfriend over my two dogs?,"Hey, dogs are cool. They adore pleasing humans and often LOVE to work on learning what you want and expect from them. Your girlfriend on the other hand, likely has her own desires and needs that she attend to before tuning into yours. You are good with dogs, that tells me that you've spent some time observing their behavior. The first step in working through this issue would be similar, start to tune into and observe your girlfriend more often... Observation is a skill when it comes to relationship building. The skills you have mastered in relating with your dogs can carry over, you will just have to relearn what behaviors you are watching. And keep in mind that also means observing yourself in relationships."
163,"He's been losing feelings and he doesn't know why. I love him very very much. He sometimes thinks I'm obsessed when I'm not at all. I give him his space and I make sure he's okay but sometimes I think if me and him saw each other more it would be better? I truly want me and him to get better, it's kind of hard not to stress about it, because the love of my life is losing feelings which is a sad feeling. He's a great guy! I just don't know why he's been losing feelings towards me. He's starting to put less effort in talking to me. At this point I'll do anything to just make us better as a couple. I tried talking to him but he doesn't like talking about it much. Advice on what to do?","I'm willing to bet that this isn't what you are hoping to hear, but I'd suggest giving him space. Ooph, that's a tough one, right?! I know. But here's the thing, when you keep trying to process and talk it out with him you keep pushing him away. He needs to feel like a solid and whole person (as you do too) to be able to be fully in your relationship. It's the work of being in relationship to learn this. I get that this is tough stuff. I wonder, outside of being with him, how do you soothe and calm yourself? That's the stuff for you to tune into and focus on right now."
164,We do communicate but one of us has trouble accepting what the other person says. How can I fix things?,"Being able to accept your partner's influence is a key relationship skill. And it's very two sided.  Chances are if you don't feel your partner is being influenced by you, they likely don't feel you are being influenced by them either. The best fix you can practice is to soften yourself into your partner and see how much more open you can be to their influence.  Play with it."
165,I haven't uttered one word to my boyfriend in days. Now I'm over it and don't know how to approach the situation?,"In any relationship, it is important to be able to say ""I'm sorry"" because it shows vulnerability and openness. I recommend that you sit and have a discussion with him now that you are calm about why you were upset and how you would like to handle such incidents in the future. If you find yourself becoming upset again, I encourage you to take a 20 minute break and then come back to the conversation once you are no longer heated. Studies show that talking or discussing arguments are more effective once you have cooled down and you are more likely to hear/understand what your partner is trying to convey."
166,"I've been abused emotionally all of my life and for some reason I keep getting with men that I let emotionally abused me.
 How can I stop it? I know the mistakes that I've made in my life. I'm having a really hard time getting back on my feet. Can you help me please?","I want to applaud you for taking this first step towards realizing that this is an issue and wanting to do something about it.  You are already on the road to a happier life with this realization.  A lot of women do not recognize that it may be something about them that continues to attract a man like this and will only blame it on the men for treating them that way.  Until you realize there is a problem you won’t start looking for a solution.Don’t misunderstand me!  The abuse is not your fault! You are seeing a pattern, though, so this does need to be addressed. First, go and buy the book “Boundaries: Where You End and I Begin” by Anne Katherine.  Read it.  This book describes many situations that are similar to yours, describes how a person came to be that way, and how to stop it.  You will have to learn to set good boundaries in your life and to maintain them.Be single for a while.  Stay single until you feel like a whole, healthy, happy person on your own.  Often we get in a relationship because of a need.  If you feel like you need a person in your life to make you a whole person then you are in a relationship for the wrong reasons.  The first step is to work on whatever it is in you that makes you feel like you need another person in your life.  Identify those needs and then learn to fulfill them on your own.I was doing a couples therapy session and the husband was being emotionally abusive to the wife.  This was a recurrent theme for her, like you are saying it is for you.  However, she had been doing a lot of work on her own and in private therapy, and this was a new relationship.  Obviously she still had not “gotten it right” because she did once again attract a man with these tendencies.  The difference this time was that she had done a lot of work on herself and had become a stronger person.  When she looked at him in our session and said to him “I don’t need you. I want you.  But not if you are going to continue to act like this.  So you leave the house and don’t come back until you are ready to make some changes.”  She stuck to that, too.  He didn’t leave for two more days because he kept telling her he would do different and begging to be allowed to stay.  She had drawn a boundary and stuck to it, and he left. She was fully prepared to be single again.  They actually did end up working things out in the end.You can’t let someone stay and continue to treat you badly.  Sure, a marriage takes work and compromise on both sides.  Couples therapy can help you both learn to communicate in a healthier way with each other and can help you realize what areas in the relationship need work.  You may not realize how some of the things you say to him comes across, and he may not realize how what he says does to you.  A therapist can help you with this so that you both learn how your words can hurt. But you need to know your boundaries and be prepared to stick to them and not compromise your boundaries.  That means following through on the threat to leave when he continues to abuse you.  Someone can’t do that if they are too scared to be alone.  If they feel they need the other person in their life. These patterns are developed in early childhood from what we learn from our parents.  When someone has grown up in a dysfunctional family, it is all they know.  Even when you can say that you realize it is a problem, you still don’t know how to stop it because you never learned any other way of interacting with people.  Something that took a lifetime to learn will take time and work to overcome.  Be patient with yourself and find a good therapist.  You can’t change your partner.  Work on you, and when you begin to heal and feel healthy, the right people will come into your life and stay.  The more you focus on trying to change the wrong ones to be what you want the more frustrated you will become."
167,"Me and my girlfriend just broke up. She said she loves me but is not in love anymore. This came out of nowhere. We seemed so happy together. It all started when she went to Missouri to visit her family. The first week she was there she was fine then once she went to this one sister’s house everything changed. That's when she told me she loved me but was not in love with me anymore. I thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them again. Then she told me to come to her in Missouri. So that's what I did. I quit my job I dropped everything, said goodbye to my family in Florida and drove 15 straight hours to be with her. Once I got there everything was fine again.  She apologized for everything and said she didn't mean any of it then we were good for about a week. Then she went back to saying she didn’t love me anymore and had no feelings for me. The only thing that really gets me and makes me not want to accept this is that now she is pregnant. This wasn’t an accident. We were trying to get pregnant, so all this is hard to accept. I love her so much. I have never been bad to her. I've treated her the best I can. I wanted her to be my wife. I was going to propose to her when she got back. Now I'm losing my family and my mind. I don't know what to do.","I am sorry to hear of these troubles. I see a few issues here. I wonder why you were both trying to get pregnant when the relationship seemed troubled? Some people think that they can fix a broken relationship by getting pregnant, and all this does is bring up more problems.You say you never treated her badly, and I believe you. People in a relationship can still be unhappy even when there is no abuse or mistreatment going on. In fact, giving too much of yourself to the relationship and not having a “self” outside of this relationship can be unhealthy. It takes two whole, healthy, happy people who are that way when they are single to come together to make a whole, healthy, happy couple in a relationship. Expecting your partner to meet all your needs or to provide your happiness is not going to work.There are two books that I recommend you buy and read. One is Codependent No More. The other is Can My Relationship Be Saved?Sometimes when you cling and try even harder to hold onto someone, it makes you both miserable. You cannot change her and cannot change her mind. Sometimes the best thing is to let go. If it is meant to be, you will end up back together again. It seems like this is something that she needs to decide since she is the one that keeps doing the leaving. I suggest backing off and letting her go. Maybe she needs time to clear her head and make up her mind. If it is meant to be, she will come back. If not, use this time to work on being a healthy happy you on your own."
168,"I'm a girl, and I can't tell whether I'm bisexual or gay. I like girls a little more than boys, but I don't really know.","I would ask you, ""do you feel like you need to come up with a label?"" Is there something about identifying as one or the other that would be helpful for you? From what current science has told us about sexual orientation, it's a spectrum. There are people on the spectrum who are clearly gay, or clearly heterosexual, and then there is everyone in between, which includes being ""bisexual"" (which I guess in the spectrum would be smack in the middle?)It may be too early for you to identify as any one thing on that spectrum (as you say, ""but I don't really know""), or maybe as you move through life you just won't identify as any one thing, and that's totally okay. The most important thing, in my professional opinion, is to accept yourself, fully, for whatever it is that you are. The second most important thing, in my professional opinion too, is to be honest with yourself and your partners about however you do identify your sexual orientation."
168,"I'm a girl, and I can't tell whether I'm bisexual or gay. I like girls a little more than boys, but I don't really know.","Sexual orientation is not always something that is clearly definable. Some people look at it on a continuum where being attracted to only boys is at one end, only girls is at the other, and bisexual is in the middle. Anywhere in between those points can be any amount of attraction to boys or girls.If you don't know whether you are gay or bisexual, that is okay. A lot of people don't know for quite some time. In addition to that, after people do know who they are attracted to, a lot of times they do not use the terms ""gay"" or ""bisexual"" for quite a while.It's okay not to know.Think about what sorts of expectations you have for your ideal relationship. Some examples may include trust, respect, availability for conversation or connection, etc. Whatever it is that you find important in a relationship is likely what matters most.If you are struggling with learning what it is that you would like in a relationship or any other feelings connected with what you are thinking and feeling, I would suggest connecting with a local therapist so you have a place to talk about what you are experiencing."
169,I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender.,"Hi, as an affirming gender therapist I like to let people know that like sexuality, gender is a spectrum too.  It's possible to look like a girl and feel more like a boy, just as it's possible to feel halfway between a boy and a girl, or anywhere else on a horizontal line with two points between it.  Some people use different pronouns or words to express their gender and that's okay.  It's up to you to find out what is most comfortable."
169,I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender.,"If you're feeling like your gender is different than the gender you are born with, and there are many different terms to help describe that. Gender is actually looked at on a spectrum. Transgender is just one of those terms, but looking at the information here may help: http://www.transequality.org/about-transgender. I'm not saying that you should use the term transgender to describe yourself because that may not accurately describe what you are experiencing, but I'm just trying to point you to some more resources.As for what to say to someone who asks your gender, that becomes a question with a lot of different parts. This is probably something that would be best talked out with someone else who you trust. I don't know whether that is your family, friends, and mental health professional, and member of the clergy, or someone else. There are many different things than you could say and they are all related to how much you already to share with other people about how you feel regarding your gender.Generally, I would suggest it would be important to become comfortable with how you feel yourself and possibly tell some people whom you really trust first. Also consider that once you tell someone something, it's not possible to undo it, so if you tell someone, they may tell someone else. Then there is also the matter of people having very different reactions related to different genders and not everyone will be supportive. I hope that you are able to surround yourself with some people who are willing to understand and work through this with you so that you have some ideas how to react if you come across someone who does not understand.Please remember that there is always someone to talk with."
169,I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender.,"I agree with Sherry, it is OK to give the answer that you feel most familiar with.  The most important part is not who people think you are, but that you know who you are.  Read about gender identity and fluidity.  Discovering the answer is a process, don't rush it to comply with others either way.  If you feel that this is a constant issue that keeps you awake and keeps you from enjoying your life, consider going to a therapist to discuss your feelings and concerns. ¿Qué significa que yo me sienta como diferentes géneros?Nací como niña. Me veo como niño.  A veces siento como una variación diferente de género.  No sé qué decirle a otros cuando pregunta que soy.  Me siento confuso y solo digo mi genero de nacimiento. Estoy de acuerdo con Sherry, está bien dar la respuesta que se sienta más cómoda.  La parte más importante no es quien las otras personas piensen que eres, sino quien tú piensas que eres.  Lee sobre el tema de identidad de género y fluidez de género.  Descubrir tu género puede ser un proceso, no lo apresures para complacer a otras personas.  Si sientes que este tema te esta quitando el sueno y te impide disfrutar tu vida, habla con tu consejero sobre tus sentimientos y preocupaciones."
169,I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender.,"It is ok to tell someone who is casually asking about your gender, what is written on your birth certificate. Measure the significance of your answer to the significance of the person who is asking you the question.In addition, you are stating the simple truth, so there's nothing wrong with stating what is on your birth certificate.Do you understand the reason of why people are asking about your gender?It is not a common question, so I wonder about the context in which this happens.The whole field of gender identity is extremely popular now.Popular usually means people are swept into a trend just because it is in the air, not because they've given the time and seriousness to thoughtfully consider if the trend has anything to do with them personally.Keep open minded to who you are, including if you are truly a different gender than the one you're born into.It is a very complicated question and lately people, especially teens, are answering it much more rapidly than seems possible to fully consider."
170,"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.","Are you able to give yourself some peace of mind while you take the time to further address whether or not you are gay?Whether or not and to what degree a person accepts their sexuality, depends on dense factors such as the culture of your family, the beliefs about gay people with which you were brought up, and your own tolerance for being a unique individual.Examining these factors, whether inwardly by yourself, in online blogs and sites, or live with other people, requires patience and effort.The more you are willing to commit to figuring out your own truth, the greater is your chance of finding it!"
170,"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.","Hello. Coming to terms with the idea that you might be of a sexuality other than the one in which you were socially raised to be, can be emotionally disturbing, and quite unsettling. It creates anxiety, maybe even panic, and leaves us feeling confused and uncertain about our own sense of identity. It becomes important to first ask yourself how you feel when you are thinking of being intimate with guys, or if you desire them to be intimate with you. It is important to know what impact this has on you, because it can determine your level of follow through and desire in pursuing sexual activity with someone of the same sex. I am not going to pass judgment on you either way - even for having the thoughts. I have worked with the lesbian, gay, bisexual, transgender, queer (LGBTQ) community in various ways over the years. Many I speak to, say they had to struggle to come to terms with this awareness about how they see themselves sexually. Maybe you are bisexual, and don't have an exclusive attraction to the same sex. You might consider doing some searches online for community support groups in your area, to explore the feelings and issues around this topic. Talking to someone who you trust can be helpful too. Running from your feelings is not a good idea, and others in a support group for sexuality issues, might be able to relate to you and what you're going through right now. This will offer you perspective, as you think on how this plays out in your life.Counselors are typically well trained to provide clinical services to clients who are experiencing feelings and thoughts much like the ones you are having now. I encourage you to consider reaching out for help. You are not crazy or insane for thinking of working with a counselor, nor of having feelings of same sex attraction. If you decide you are indeed gay, then know that you are not alone and never will be alone in that feeling. There is a huge community of support for you. Additionally, we all need help sometimes dealing with all sort of issues. A counselor can work more in depth with you to examine the motivations behind the feelings, and help you come to terms with them more directly. I hope that you come to a place where you feel less alone and more secure with yourself as you examine this area of your life. No matter what, do not fear being yourself. Again...you are not alone, I promise.Warm regards,Shawn Berthel, M.S., LMHC"
170,"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.","Hi Brookfield, It can be unsettling when we feel something as fundamental as our sexual orientation shifting. I like that you're honest enough with yourself to say ""I'm struggling with this"". To accept that there is a question is a brave place to be. And...it doesn't necessarily mean you're gay.Unfortunately, we live in a culture that wants to put people in slots...male or female, straight or gay...we tend to not like those grey areas so much as a culture. The truth is that, if we grew up in a society where there wasn't this categorization...if we felt free to explore and grow sexually, we might be surprised at who we are attracted to. You don't have to put yourself in a slot. Our sexual preferences are more fluid than we think, and it can change over time.We also live in a culture where there is prejudice against homosexuality or ""differentness"" in general. The wish to not be gay can be powerful. Many people who are gay spend years believing they were heteroxual...fighting against, repressing  or ignoring their gay thoughts. This is needless pain. If you are gay, there is no shame in that and you can still have a glorious life filled with love and passion.Having said all that...just because you have thoughts about men or get turned on by gay porm doesn't mean you're gay. Many heterosexual people have thoughts and fantasies about the same sex; it's arousing because it's naughty...we're curious about the forbidden, or we're just curious. Becoming aroused by gay porn is normal for many heterosexual men. Sexual orientation isn't just about sex either. A different gauge of who you are sexually can be found in your emotions towards men or women. Are you drawn into emotional connections with men more than women? Who do you feel the urge to explore and be close to?Exploring your sexuality through being open to different experiences can help too. How does it feel to kiss a man, to touch a man, as compared with a woman...sometimes this feels like such a big and forbidden step that it's a barrier to discovering ourselves. We don't want to open that door. I wish you well as you do exactly what you are supposed to be doing...exploring and discovering yourself. It's an exciting journey and you might want to find a trusted person to talk more about this with."
171,"I am a heterosexual male in my late 20s. I find myself wearing pantyhose, heels, skirts and other women's clothing in private. I am torn on how to feel about it. I enjoy it very much. I have had a pantyhose/stocking fascination and other kinky fetish interests since I was young. I have no history of sexual abuse growing up. I am currently single.","Let yourself enjoy crossdressing!What sounds in your way are whatever beliefs you gre up hearing, see and absorb currently.Concentrate on your own satisfaction and that you are doing this in a non-harming way.Maybe if you branch out your interest by finding other people who enjoy crossdressing as much as you do.With any interest or activity, social interaction supports it."
171,"I am a heterosexual male in my late 20s. I find myself wearing pantyhose, heels, skirts and other women's clothing in private. I am torn on how to feel about it. I enjoy it very much. I have had a pantyhose/stocking fascination and other kinky fetish interests since I was young. I have no history of sexual abuse growing up. I am currently single.","Hi there! It sounds like you have already started to answer
your own question by stating that you love cross dressing very much, and I am
glad you enjoy it! Cross dressing is something many people enjoy, and there is
no harm in it whatsoever. My question to you would be: What is making you feel torn
about it? There is unfortunately still a lot of negative stigma associated with
people who express their gender or sexuality in ways that differ from the
majority. (And sometimes certain sexual interests are actually very common or
even in the majority, but because people carry shame about being different when
it comes to gender and sexuality we assume we are all alone!)Being a sexual or gender minority or someone who
participates in kink or expresses their sexuality or gender identity in a
unique and personal way often means suffering from something called
""internalized oppression"". We grow up being exposed to certain
assumptions and beliefs about what is ""acceptable"" behavior and even
face consequences sometimes if we don't ""fit in"" the way others tell
us to. Even if those assumptions are harmful and wrong, we still internalize
them and feel guilty about who we are. There is nothing wrong with us, but
feeling stigmatized and isolated can lead to feelings of shame, embarrassment,
or like something is ""wrong"" with us.But there is absolutely nothing wrong with you, so be proud
of who you are and what you enjoy. You can continue to simply enjoy it
privately, or maybe you'd eventually like to share it with a partner or maybe
even join a community with similar interests. I'll leave you with a quote from
comedian Eddie Izzard, who identifies as, in his own words, a ""straight
transvestite"": ""They’re not women’s clothes. They’re my clothes. I
bought them!"" Take care, and thanks for your question!"
171,"I am a heterosexual male in my late 20s. I find myself wearing pantyhose, heels, skirts and other women's clothing in private. I am torn on how to feel about it. I enjoy it very much. I have had a pantyhose/stocking fascination and other kinky fetish interests since I was young. I have no history of sexual abuse growing up. I am currently single.","If you enjoy cross-dressing and are comfortable with how you feelaand aware of your own thoughts and feelings about it in private as compared to in public,  I see no problem with that.If you would like to become more comfortable with it or express more feelings about it, I recommend that you  see a local mental health professional, not because there is anything wrong with what you are doing, but so you can learn more about yourself in the process. You may find  that doing this in private and having a partner  who accepts that is your view of how you would like things to be. You may discover that you would like to do this in public.I appreciate your honesty."
